,,Symbol,Name,Last,Industry,Change,"Market Cap, $K",Volume,Prev Vol,Links
0,,ET.TO,Evertz Technologies Ltd,13.25,TSX Communication Equipment,-0.27,1030625,"11,000","1,562",
