date,extreme,over_bought,over_sold
2022-01-27 12:40:00,859.27001953125,,39.5081537010697
2022-01-27 13:22:00,855.9400024414062,,38.52030917347484
2022-01-27 13:44:00,855.239990234375,,54.86915158969567
2022-01-27 15:30:00,835.8099975585938,,40.28824006165846
2022-01-28 10:22:00,829.7899780273438,67.5858970933025,
2022-01-28 11:18:00,854.0,40.699817281428025,
2022-01-28 12:00:00,853.1400756835938,47.28735678082368,
2022-01-28 12:44:00,847.19921875,56.48164096553626,
2022-01-28 13:08:00,842.5900268554688,49.32413103949073,
2022-01-28 15:04:00,831.6599731445312,54.45907755949671,
2022-01-28 15:22:00,832.1799926757812,45.2702111198128,
2022-01-28 09:50:00,805.989990234375,,
2022-01-28 10:28:00,824.1799926757812,,53.29190865602644
2022-01-28 11:42:00,848.0,,41.30694474061469
2022-01-28 12:30:00,841.0,,48.83650745290557
2022-01-28 13:02:00,838.9199829101562,,58.3822243491037
2022-01-28 14:22:00,817.8414916992188,,27.148901391367033
2022-01-28 15:12:00,825.7200927734375,,45.62826457044404
2022-01-28 15:30:00,823.75,,55.54945299011176
